gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
female,29,33,'Asian/Pacific Islander/Asian-American',Other,0,1,1,Business,19.0,19.0,19.0,19.0,19.0,5.0,90.0,2.0,2.0,2.0,2.0,2.0,8,10,8,8,8,7.0,7.0,9.0,6.0,8.0,5.0,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3,-0.01,2,6.0,0
female,24,24,European/Caucasian-American,Other,0,7,6,Nutrition,20.0,10.0,25.0,20.0,10.0,15.0,10.0,20.0,27.0,23.0,15.0,5.0,7,9,7,9,7,8.0,10.0,9.0,9.0,7.0,8.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,0.32,6,8.0,1
female,23,32,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,4,1,Chemistry,30.0,10.0,30.0,20.0,10.0,0.0,15.0,21.0,18.0,18.0,10.0,18.0,5,8,5,7,5,5.0,7.0,6.0,5.0,6.0,5.0,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,0.22,5,5.0,0
female,25,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,10,2,'Social Work',20.0,20.0,20.0,20.0,5.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,7,9,7,8,6,8.0,8.0,9.0,8.0,9.0,8.0,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,0.06,5,9.0,0
male,30,24,European/Caucasian-American,European/Caucasian-American,1,1,1,Law,50.0,20.0,10.0,5.0,10.0,5.0,20.51,14.53,24.79,17.09,5.98,17.09,7,7,9,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,0.64,9,8.0,1
male,32,34,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,1,'Neurosciences/Stem cells',15.0,20.0,20.0,15.0,15.0,15.0,20.0,20.0,20.0,15.0,10.0,15.0,7,10,8,9,9,5.0,7.0,6.0,4.0,5.0,6.0,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,0.53,8,3.0,0
male,25,26,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,1,1,'Earth and Environmental Science',20.0,20.0,25.0,20.0,5.0,10.0,20.0,30.0,10.0,15.0,0.0,25.0,5,10,2,8,4,8.0,6.0,6.0,6.0,3.0,5.0,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,-0.01,6,7.0,1
male,23,24,European/Caucasian-American,European/Caucasian-American,1,3,4,'physics [astrophysics]',11.36,18.18,22.73,18.18,11.36,18.18,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9.0,8.0,9.0,7.0,7.0,8.0,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.42,7,9.0,1
female,30,27,'Latino/Hispanic American','Black/African American',0,1,1,Acting,40.0,20.0,20.0,20.0,0.0,0.0,15.0,20.0,20.0,20.0,5.0,10.0,8,9,7,9,7,3.0,4.0,4.0,2.0,5.0,1.0,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,0.43,3,2.0,0
male,23,28,European/Caucasian-American,European/Caucasian-American,1,3,1,'Museum Anthropology',15.0,20.0,35.0,15.0,5.0,10.0,25.0,5.0,30.0,15.0,5.0,20.0,8,7,7,9,9,3.0,6.0,7.0,4.0,8.0,2.0,7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,-0.06,5,4.0,0
male,27,23,Other,European/Caucasian-American,0,1,1,'Urban Planning',40.0,10.0,15.0,20.0,10.0,5.0,10.0,20.0,25.0,20.0,20.0,5.0,7,9,7,9,10,5.0,6.0,6.0,5.0,6.0,5.0,4,2,7,6,8,8,8,6,6,8,4,10,10,7,7,5,10,0.2,2,4.0,0
male,27,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,business,15.0,18.0,18.0,18.0,15.0,16.0,75.0,5.0,5.0,5.0,5.0,5.0,7,7,8,8,8,6.0,8.0,8.0,7.0,8.0,7.0,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,-0.05,4,5.0,0
female,27,32,'Asian/Pacific Islander/Asian-American',Other,0,1,3,'Elementary Education',20.0,10.0,30.0,20.0,10.0,10.0,10.0,20.0,20.0,15.0,20.0,15.0,5,8,7,8,8,4.0,8.0,8.0,5.0,8.0,4.0,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,0.48,3,6.0,0
male,23,33,European/Caucasian-American,European/Caucasian-American,1,5,5,'biomedical engineering',20.0,20.0,20.0,10.0,10.0,20.0,20.0,15.0,20.0,20.0,10.0,15.0,7,9,8,9,8,7.0,6.0,7.0,6.0,5.0,5.0,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,0.44,7,6.0,0
female,28,27,European/Caucasian-American,European/Caucasian-American,1,10,10,'Education Policy',6.67,19.05,42.86,9.52,14.29,7.62,15.0,20.0,35.0,15.0,5.0,10.0,8,9,6,10,9,7.0,8.0,8.0,5.0,5.0,5.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.27,3,6.0,1
male,23,27,European/Caucasian-American,European/Caucasian-American,1,3,4,'physics [astrophysics]',15.09,18.87,18.87,16.98,16.98,13.21,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,10.0,9.0,9.0,8.0,7.0,7.0,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.24,7,9.0,1
female,29,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,2,'International Educational Development',20.0,20.0,20.0,20.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,9,10,9,9,9,6.0,7.0,8.0,7.0,8.0,5.0,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,0.5,5,6.0,0
male,28,23,European/Caucasian-American,European/Caucasian-American,1,1,1,Law,15.0,15.0,20.0,15.0,15.0,20.0,30.0,30.0,20.0,10.0,10.0,0.0,10,10,10,10,8,8.0,8.0,8.0,8.0,7.0,4.0,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,0.24,8,8.0,1
male,25,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,9,6,'Operations Research',35.0,10.0,20.0,20.0,10.0,5.0,25.0,20.0,25.0,20.0,10.0,0.0,3,10,8,9,5,7.0,5.0,4.0,4.0,8.0,3.0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,-0.19,3,2.0,0
male,29,27,European/Caucasian-American,European/Caucasian-American,1,1,1,Finance,15.09,18.87,18.87,16.98,16.98,13.21,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,10.0,8.0,8.0,8.0,9.0,6.0,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,0.52,8,8.0,1
female,24,22,European/Caucasian-American,European/Caucasian-American,1,4,5,'Art History',10.0,15.0,25.0,15.0,15.0,20.0,20.0,10.0,30.0,15.0,15.0,10.0,8,8,6,8,7,7.0,8.0,9.0,6.0,7.0,4.0,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,0.31,6,5.0,0
male,24,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,2,Law,15.0,18.0,18.0,18.0,15.0,16.0,20.0,21.0,21.0,22.0,6.0,10.0,7,7,7,10,9,6.0,8.0,8.0,8.0,7.0,7.0,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,-0.11,6,7.0,0
female,26,24,European/Caucasian-American,European/Caucasian-American,1,8,6,business,20.51,5.13,23.08,12.82,17.95,20.51,19.61,15.69,17.65,15.69,17.65,13.73,9,5,9,10,10,5.0,7.0,9.0,5.0,9.0,5.0,10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7,0.54,4,6.0,0
male,26,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Electrical Engineering',10.0,20.0,20.0,20.0,20.0,10.0,40.0,20.0,20.0,20.0,0.0,0.0,7,7,9,9,9,9.0,8.0,8.0,8.0,8.0,8.0,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,-0.36,3,9.0,1
male,25,24,Other,European/Caucasian-American,0,1,1,'International Affairs',16.0,16.0,20.0,16.0,18.0,14.0,16.67,16.67,16.67,16.67,14.81,18.52,10,10,10,10,10,5.0,8.0,8.0,7.0,9.0,0.0,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,-0.22,10,2.0,0
male,29,33,European/Caucasian-American,European/Caucasian-American,1,1,1,Finance,8.33,20.83,20.83,14.58,16.67,18.75,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,5.0,8.0,9.0,6.0,7.0,9.0,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,0.34,8,6.0,0
female,25,24,Other,Other,1,1,10,'MA Science Education',20.0,20.0,25.0,25.0,5.0,5.0,7.0,35.0,20.0,20.0,5.0,13.0,6,10,8,9,5,4.0,10.0,10.0,3.0,3.0,2.0,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,-0.17,6,5.0,0
male,32,22,European/Caucasian-American,European/Caucasian-American,1,5,9,education,10.0,30.0,20.0,10.0,15.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,7,8,9,9,7,8.0,10.0,8.0,8.0,8.0,4.0,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,0.65,7,8.0,0
female,25,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,9,7,Mathematics,20.0,20.0,20.0,20.0,5.0,15.0,20.0,23.0,23.0,22.0,7.0,5.0,8,9,9,9,7,7.0,9.0,9.0,9.0,9.0,10.0,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,0.18,7,8.0,1
female,24,32,'Asian/Pacific Islander/Asian-American',Other,0,1,1,'Social Work',20.0,10.0,30.0,20.0,10.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,8.0,9.0,8.0,8.0,8.0,7.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.26,5,8.0,0
male,30,24,European/Caucasian-American,European/Caucasian-American,1,1,1,'MBA - Private Equity / Real Estate',10.0,15.0,30.0,20.0,15.0,10.0,25.0,20.0,20.0,20.0,0.0,15.0,7,9,8,8,8,3.0,5.0,6.0,6.0,3.0,1.0,9,6,9,7,8,8,2,2,8,9,4,9,8,9,9,6,5,0.48,6,4.0,0
female,22,24,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,6,Law,20.0,16.0,16.0,17.0,16.0,15.0,10.0,20.0,15.0,20.0,15.0,20.0,7,7,7,9,8,6.0,7.0,8.0,6.0,7.0,5.0,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,-0.04,5,5.0,0
female,22,25,'Black/African American','Asian/Pacific Islander/Asian-American',0,7,8,'Sociomedical Sciences- School of Public Health',20.93,16.28,23.26,16.28,11.63,11.63,15.38,19.23,19.23,17.31,17.31,11.54,9,9,9,9,9,8.0,8.0,9.0,8.0,9.0,9.0,3,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6,0.54,4,8.0,1
female,24,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,10,2,'Clinical Psychology',30.0,10.0,15.0,20.0,15.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0,6,10,8,8,8,7.0,9.0,9.0,9.0,8.0,7.0,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,0.08,7,6.0,0
male,30,25,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,6,6,'BUSINESS CONSULTING',15.0,10.0,25.0,25.0,10.0,15.0,50.0,10.0,10.0,10.0,5.0,15.0,6,7,6,7,7,5.0,5.0,6.0,4.0,6.0,5.0,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,-0.08,7,6.0,0
female,21,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,2,'Applied Maths/Econs',25.0,15.0,25.0,15.0,0.0,20.0,30.0,5.0,30.0,15.0,15.0,5.0,7,7,7,7,8,4.0,5.0,6.0,5.0,6.0,5.0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,-0.05,6,5.0,0
female,26,30,European/Caucasian-American,European/Caucasian-American,1,8,9,'Education Policy',25.0,20.0,20.0,20.0,0.0,15.0,40.0,5.0,30.0,15.0,5.0,5.0,8,10,9,9,10,7.0,5.0,7.0,7.0,7.0,5.0,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,0.6,6,6.0,0
male,30,35,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,Law,15.0,15.0,30.0,15.0,15.0,10.0,20.51,14.53,24.79,17.09,5.98,17.09,7,7,9,8,8,7.0,7.0,8.0,7.0,7.0,7.0,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,0.46,9,7.0,1
female,24,26,European/Caucasian-American,European/Caucasian-American,1,1,4,'political science',12.0,20.0,20.0,20.0,16.0,12.0,14.29,14.29,21.43,21.43,19.05,9.52,9,9,9,10,7,6.0,8.0,8.0,8.0,8.0,7.0,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,-0.43,7,8.0,1
male,25,33,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,10,7,business,25.0,20.0,10.0,20.0,20.0,5.0,30.0,10.0,15.0,20.0,15.0,10.0,6,10,8,9,10,10.0,9.0,8.0,7.0,7.0,6.0,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,0.15,5,8.0,0
female,27,22,European/Caucasian-American,European/Caucasian-American,1,5,1,business,16.67,18.75,18.75,18.75,18.75,8.33,15.09,18.87,18.87,16.98,16.98,13.21,7,10,6,8,9,8.0,7.0,7.0,8.0,7.0,5.0,2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,-0.18,3,7.0,1
male,29,22,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,Finance/Economics,16.0,20.0,19.0,16.0,18.0,11.0,50.0,20.0,10.0,10.0,5.0,5.0,9,9,10,9,3,6.0,5.0,5.0,2.0,8.0,7.0,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,0.0,8,7.0,0
male,28,23,'Latino/Hispanic American',European/Caucasian-American,0,2,2,MBA,15.0,15.0,18.0,18.0,14.0,20.0,30.0,20.0,25.0,15.0,10.0,0.0,6,8,9,7,5,5.0,10.0,8.0,8.0,7.0,6.0,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,0.34,7,7.0,0
male,26,25,European/Caucasian-American,'Latino/Hispanic American',0,6,7,'Fundraising Management',15.0,20.0,30.0,20.0,5.0,10.0,30.0,25.0,20.0,10.0,10.0,5.0,8,10,8,8,8,9.0,9.0,9.0,8.0,9.0,8.0,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,0.47,8,9.0,1
female,22,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Mechanical Engineering',30.0,10.0,20.0,15.0,15.0,10.0,20.0,20.0,10.0,15.0,5.0,30.0,3,9,9,9,7,8.0,8.0,8.0,9.0,9.0,7.0,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,0.08,8,7.0,1
male,29,22,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,MBA,15.0,25.0,15.0,20.0,10.0,15.0,40.0,10.0,15.0,10.0,10.0,15.0,8,7,8,8,9,8.0,8.0,8.0,7.0,8.0,7.0,9,4,9,9,8,8,5,6,8,5,5,6,6,3,5,8,5,0.31,5,8.0,1
female,24,34,'Latino/Hispanic American',European/Caucasian-American,0,1,1,'GS Postbacc PreMed',30.0,10.0,30.0,10.0,5.0,15.0,30.0,20.0,20.0,10.0,15.0,5.0,9,9,8,9,9,8.0,8.0,9.0,8.0,8.0,8.0,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,0.23,5,9.0,1
female,28,27,European/Caucasian-American,'Latino/Hispanic American',0,1,1,'Social Work',30.0,25.0,10.0,20.0,0.0,15.0,15.0,30.0,30.0,10.0,10.0,5.0,7,8,8,8,8,8.0,10.0,9.0,9.0,10.0,9.0,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.23,4,9.0,1
female,24,24,European/Caucasian-American,European/Caucasian-American,1,1,6,'Creative Writing [Nonfiction]',30.0,15.0,15.0,15.0,15.0,10.0,18.0,19.0,16.0,15.0,15.0,17.0,9,8,7,7,7,6.0,9.0,8.0,6.0,7.0,7.0,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.78,6,7.0,0
male,29,25,'Latino/Hispanic American','Latino/Hispanic American',1,3,3,MBA,10.0,25.0,25.0,20.0,10.0,10.0,30.0,10.0,25.0,20.0,8.0,7.0,7,7,7,7,7,6.0,7.0,7.0,7.0,6.0,5.0,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,0.57,5,5.0,0
female,26,36,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,7,4,epidemiology,18.0,10.0,18.0,18.0,18.0,18.0,30.0,10.0,20.0,10.0,10.0,20.0,8,9,8,9,9,7.0,7.0,7.0,6.0,7.0,5.0,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,-0.13,7,7.0,0
male,27,22,'Black/African American',European/Caucasian-American,0,2,1,Business,10.0,20.0,15.0,20.0,15.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,7,8,3,8,5,7.0,7.0,8.0,4.0,7.0,5.0,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,0.4,3,7.0,1
male,28,29,European/Caucasian-American,European/Caucasian-American,1,1,1,'Urban Planning',15.0,10.0,20.0,20.0,20.0,15.0,17.0,17.0,17.0,17.0,16.0,16.0,6,6,6,6,6,10.0,10.0,10.0,9.0,9.0,8.0,9,9,8,8,8,7,5,4,6,7,5,7,8,7,6,4,4,0.24,5,10.0,1
female,25,32,European/Caucasian-American,Other,0,1,3,'SIPA-International Affairs',20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,4.0,3.0,5.0,7.0,3.0,2.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,-0.08,5,3.0,0
female,29,27,Other,'Black/African American',0,3,10,psychology,21.0,17.0,22.0,20.0,8.0,13.0,5.0,20.0,25.0,15.0,15.0,20.0,7,9,9,9,9,5.0,1.0,9.0,1.0,1.0,1.0,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,0.28,4,2.0,0
male,27,27,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,6,1,'Business [MBA]',14.29,18.37,18.37,16.33,18.37,14.29,15.56,17.78,17.78,17.78,17.78,13.33,7,9,7,9,9,5.0,8.0,8.0,8.0,8.0,6.0,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,0.31,6,7.0,1
male,21,21,European/Caucasian-American,European/Caucasian-American,1,3,1,'Art History/medicine',35.0,15.0,5.0,30.0,15.0,0.0,20.0,15.0,20.0,15.0,12.0,18.0,9,6,10,9,10,4.0,6.0,6.0,5.0,4.0,2.0,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,0.72,6,3.0,0
female,28,23,European/Caucasian-American,European/Caucasian-American,1,1,5,'Creative Writing',25.0,14.0,25.0,25.0,3.0,8.0,35.0,0.0,35.0,10.0,10.0,10.0,8,9,9,9,7,9.0,8.0,6.0,6.0,6.0,6.0,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.85,4,7.0,0
female,21,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,3,EDUCATION,30.0,15.0,15.0,20.0,5.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,6,10,10,10,10,9.0,8.0,10.0,8.0,8.0,8.0,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,0.06,5,6.0,1
male,28,26,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,3,7,'Business [MBA]',15.0,20.0,20.0,20.0,15.0,10.0,23.0,18.0,21.0,18.0,10.0,10.0,7,10,9,9,9,5.0,6.0,7.0,6.0,5.0,5.0,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,0.69,6,5.0,0
female,30,24,Other,European/Caucasian-American,0,3,3,'MFA Writing',35.0,10.0,25.0,20.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,8,6,7,8,5,6.0,4.0,4.0,5.0,3.0,7.0,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,-0.11,5,5.0,0
male,30,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,'SIPA - Energy',15.0,15.0,25.0,15.0,15.0,15.0,40.0,12.0,18.0,12.0,6.0,12.0,9,8,7,10,7,7.0,7.0,8.0,4.0,9.0,3.0,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,-0.06,5,3.0,0
male,27,33,European/Caucasian-American,European/Caucasian-American,1,4,6,Business,25.0,20.0,10.0,20.0,20.0,5.0,14.0,18.0,17.0,16.0,15.0,20.0,6,8,9,8,10,9.0,10.0,8.0,9.0,8.0,9.0,6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,0.37,5,9.0,1
male,27,22,European/Caucasian-American,European/Caucasian-American,1,6,3,'International Affairs',20.0,10.0,20.0,20.0,20.0,10.0,30.0,15.0,20.0,25.0,5.0,5.0,7,7,8,7,5,7.0,8.0,7.0,8.0,7.0,8.0,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,0.27,8,7.0,0
female,24,27,European/Caucasian-American,European/Caucasian-American,1,7,6,Nutrition,30.0,15.0,20.0,25.0,5.0,5.0,10.0,20.0,27.0,23.0,15.0,5.0,7,9,7,9,7,7.0,10.0,9.0,5.0,8.0,4.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,0.32,6,4.0,0
female,26,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,3,English,20.0,20.0,15.0,15.0,12.0,18.0,15.0,15.0,25.0,20.0,5.0,20.0,8,7,8,9,5,7.0,6.0,6.0,3.0,6.0,5.0,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.4,3,6.0,0
male,26,26,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,8,3,'Electrical Engineering',25.0,25.0,25.0,12.0,3.0,10.0,25.0,20.0,20.0,20.0,5.0,10.0,7,9,7,8,8,6.0,7.0,7.0,7.0,5.0,5.0,7,8,6,8,6,4,4,8,6,9,7,6,8,6,7,5,2,0.04,6,6.0,0
male,24,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,4,4,'Biomedical Engineering',5.0,30.0,20.0,10.0,5.0,30.0,17.0,16.0,17.0,17.0,17.0,16.0,7,7,7,7,7,6.0,8.0,8.0,6.0,8.0,5.0,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,-0.3,6,6.0,0
female,28,27,European/Caucasian-American,European/Caucasian-American,1,1,10,'Speech Pathology',6.67,19.05,42.86,9.52,14.29,7.62,5.0,20.0,25.0,25.0,15.0,10.0,6,10,10,8,8,6.0,8.0,10.0,3.0,8.0,2.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.51,6,6.0,0
male,29,34,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,Business,15.0,20.0,20.0,15.0,15.0,15.0,15.0,20.0,20.0,20.0,5.0,20.0,5,10,7,10,8,5.0,5.0,5.0,5.0,5.0,5.0,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,0.48,5,5.0,0
male,23,23,European/Caucasian-American,European/Caucasian-American,1,1,1,Law,20.0,20.0,20.0,20.0,10.0,10.0,30.0,5.0,15.0,40.0,5.0,5.0,9,9,9,9,9,7.0,7.0,7.0,9.0,9.0,9.0,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.18,8,8.0,1
female,23,30,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,2,'Electrical Engineering',25.0,20.0,20.0,20.0,0.0,15.0,20.0,10.0,10.0,30.0,15.0,15.0,8,4,10,8,8,7.0,7.0,6.0,7.0,3.0,6.0,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,0.37,6,7.0,0
female,24,26,European/Caucasian-American,European/Caucasian-American,1,4,5,'Art History',24.0,16.0,28.0,14.0,8.0,10.0,20.0,10.0,30.0,15.0,15.0,10.0,8,8,6,8,7,6.0,8.0,9.0,6.0,8.0,3.0,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,0.71,6,8.0,0
male,30,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,4,Business,15.0,20.0,25.0,20.0,10.0,10.0,35.0,10.0,20.0,25.0,5.0,5.0,9,8,10,8,7,7.0,7.0,6.0,7.0,6.0,7.0,10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6,0.02,8,5.0,1
male,29,24,European/Caucasian-American,European/Caucasian-American,1,1,1,Finance,11.36,18.18,22.73,18.18,11.36,18.18,19.57,10.87,19.57,19.57,19.57,10.87,10,10,10,10,10,6.0,8.0,9.0,5.0,8.0,3.0,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,0.38,8,6.0,1
male,32,25,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,1,'Neurosciences/Stem cells',20.0,10.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,15.0,10.0,15.0,7,10,8,9,9,8.0,7.0,6.0,8.0,6.0,5.0,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,0.17,8,6.0,0
female,24,24,European/Caucasian-American,European/Caucasian-American,1,1,6,'Counseling Psychology',30.0,15.0,15.0,15.0,15.0,10.0,22.0,17.0,15.0,15.0,15.0,16.0,8,8,7,8,8,6.0,8.0,8.0,6.0,8.0,5.0,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,0.4,4,4.0,0
female,25,25,'Black/African American',European/Caucasian-American,0,7,9,Epidemiology,30.0,30.0,40.0,0.0,0.0,0.0,10.0,15.0,35.0,15.0,10.0,15.0,8,9,9,9,9,2.0,5.0,7.0,7.0,6.0,7.0,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5,0.48,6,4.0,0
female,21,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,2,'Applied Maths/Econs',25.0,15.0,25.0,25.0,15.0,15.0,30.0,5.0,30.0,15.0,15.0,5.0,7,7,7,7,8,4.0,6.0,5.0,4.0,5.0,3.0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,-0.24,6,5.0,0
female,27,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,2,Marketing,20.0,20.0,20.0,10.0,10.0,20.0,25.0,15.0,20.0,20.0,20.0,0.0,8,9,8,9,10,6.0,9.0,8.0,5.0,7.0,6.0,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,0.18,5,6.0,0
